ID,Insects,Crop,Soil,Category_of_Toxicant,Does_count,Number_of_Weeks_Used,Number_Weeks_does_not_used,Season,Crop_status
13392,789,Feed,clay,2,5,28,12,1,0
13393,790,Feed,clay,2,10,7,13,1,0
13394,790,Feed,clay,2,10,16,13,2,0
13395,790,Feed,clay,2,10,18,13,2,0
13396,789,Feed,clay,2,10,25,8,2,0
13397,789,Feed,clay,2,10,35,1,2,0
13398,789,Feed,clay,2,15,21,15,2,0
13399,789,Feed,clay,2,20,,9,2,0
13400,789,Feed,clay,2,30,20,15,2,0
13401,790,Feed,clay,2,30,30,9,1,0
13402,790,Feed,clay,2,60,18,17,1,0
13403,851,Feed,clay,2,5,6,0,3,0
13404,851,Feed,clay,2,5,7,21,3,0
13405,851,Feed,clay,2,5,27,4,3,0
13406,851,Feed,clay,2,10,23,3,1,0
13407,851,Feed,clay,2,10,28,9,2,0
13408,851,Feed,clay,2,20,20,15,2,0
13409,851,Feed,clay,2,25,34,2,3,0
13410,851,Feed,clay,2,30,19,14,2,0
13411,851,Feed,clay,2,30,34,4,3,0
13412,851,Feed,clay,2,40,7,22,1,0
13413,851,Feed,clay,2,40,24,15,3,0
13414,851,Feed,clay,2,40,26,11,1,0
13415,851,Feed,clay,2,50,26,14,2,0
13416,915,Feed,clay,2,5,17,11,2,0
13417,915,Feed,clay,2,5,,0,1,0
13418,915,Feed,clay,2,5,35,0,3,0
13419,915,Feed,clay,2,10,,5,2,0
13420,916,Feed,clay,2,10,35,4,1,0
13421,916,Feed,clay,2,20,13,22,1,0
13422,915,Feed,clay,2,20,19,19,2,0
13423,916,Feed,clay,2,20,21,14,1,0
13424,915,Feed,clay,2,35,31,6,1,0
13425,915,Feed,clay,2,40,,5,3,0
13426,916,Feed,clay,2,40,37,1,1,0
13427,984,Feed,clay,2,5,,9,3,0
13428,984,Feed,clay,2,10,6,21,1,0
13429,984,Feed,clay,2,10,8,22,2,0
13430,984,Feed,clay,2,10,19,2,3,0
13431,984,Feed,clay,2,20,13,16,3,0
13432,984,Feed,clay,2,20,19,18,2,0
13433,984,Feed,clay,2,20,,15,2,0
13434,984,Feed,clay,2,20,27,13,2,0
13435,984,Feed,clay,2,25,38,0,2,0
13436,984,Feed,clay,2,30,26,10,1,0
13437,984,Feed,clay,2,40,30,11,1,0
13438,984,Feed,clay,2,50,,9,1,0
13439,984,Feed,clay,2,60,22,22,1,0
13440,984,Feed,clay,2,5,17,23,2,0
13441,1056,Feed,clay,2,10,5,17,2,0
13442,1056,Feed,clay,2,15,20,8,1,0
13443,1056,Feed,clay,2,20,18,17,1,0
13444,1056,Feed,clay,2,30,25,12,2,0
13445,1056,Feed,clay,2,45,34,11,2,0
13446,1056,Feed,clay,2,70,32,5,1,0
13447,1132,Feed,clay,2,5,7,28,2,0
13448,1132,Feed,clay,2,15,30,3,1,0
13449,1132,Feed,clay,2,20,17,6,1,0
13450,1132,Feed,clay,2,20,21,18,2,0
13451,1132,Feed,clay,2,20,26,15,1,0
13452,1132,Feed,clay,2,25,14,16,2,0
13453,1132,Feed,clay,2,25,36,4,1,0
13454,1132,Feed,clay,2,30,,7,3,0
13455,1132,Feed,clay,2,50,24,10,1,0
13456,1132,Feed,clay,2,50,30,6,2,0
13457,1212,Feed,clay,2,5,20,12,2,0
13458,1212,Feed,clay,2,5,34,5,1,0
13459,1212,Feed,clay,2,10,14,14,1,0
13460,1212,Feed,clay,2,10,19,5,2,0
13461,1212,Feed,clay,2,15,25,11,1,0
13462,1212,Feed,clay,2,20,20,10,1,0
13463,1212,Feed,clay,2,20,32,7,1,0
13464,1212,Feed,clay,2,20,47,0,2,0
13465,1212,Feed,clay,2,30,14,2,2,0
13466,1212,Feed,clay,2,40,19,25,2,0
13467,1212,Feed,clay,2,40,30,14,2,0
13468,1212,Feed,clay,2,40,,2,2,0
13469,1212,Feed,clay,2,30,27,13,2,0
13470,1212,Feed,clay,2,15,31,9,1,0
13471,1296,Feed,clay,2,5,,30,1,0
13472,1297,Feed,clay,2,5,37,7,1,0
13473,1296,Feed,clay,2,10,9,26,3,0
13474,1296,Feed,clay,2,10,25,12,2,0
13475,1296,Feed,clay,2,15,9,6,3,0
13476,1296,Feed,clay,2,15,31,12,3,0
13477,1297,Feed,clay,2,15,36,1,1,0
13478,1296,Feed,clay,2,20,14,20,1,0
13479,1296,Feed,clay,2,20,22,20,2,0
13480,1297,Feed,clay,2,20,44,0,2,0
13481,1296,Feed,clay,2,30,33,8,2,0
13482,1296,Feed,clay,2,40,20,13,3,0
13483,1297,Feed,clay,2,40,27,8,2,0
13484,1296,Feed,clay,2,40,32,12,2,0
13485,1385,Feed,clay,2,15,18,27,1,0
13486,1385,Feed,clay,2,15,33,11,2,0
13487,1385,Feed,clay,2,20,5,16,1,0
13488,1385,Feed,clay,2,20,20,2,2,0
13489,1385,Feed,clay,2,20,26,10,3,0
13490,1385,Feed,clay,2,40,40,3,1,0
13491,1478,Feed,clay,2,5,26,22,1,0
13492,1478,Feed,clay,2,10,24,8,1,0
13493,1478,Feed,clay,2,15,19,29,3,0
13494,1478,Feed,clay,2,20,20,4,1,0
13495,1478,Feed,clay,2,40,33,4,2,0
13496,1478,Feed,clay,2,50,,3,2,0
13497,1576,Feed,clay,2,10,25,14,2,0
13498,1575,Feed,clay,2,10,47,1,2,0
13499,1576,Feed,clay,2,20,37,5,1,0
13500,1575,Feed,clay,2,20,45,6,3,0
13501,1678,Feed,clay,2,10,25,24,2,0
13502,1678,Feed,clay,2,15,10,34,1,0
13503,1678,Feed,clay,2,15,15,12,2,0
13504,1678,Feed,clay,2,15,33,11,1,0
13505,1678,Feed,clay,2,15,41,7,2,0
13506,1678,Feed,clay,2,40,50,6,1,0
13507,1678,Feed,clay,2,5,5,14,2,0
13508,1785,Feed,clay,2,5,16,34,3,0
13509,1786,Feed,clay,2,5,26,8,2,0
13510,1785,Feed,clay,2,10,9,31,2,0
13511,1785,Feed,clay,2,10,12,32,1,0
13512,1785,Feed,clay,2,15,19,11,1,0
13513,1786,Feed,clay,2,15,25,20,2,0
13514,1786,Feed,clay,2,15,27,22,1,0
13515,1785,Feed,clay,2,15,31,10,2,0
13516,1785,Feed,clay,2,20,27,23,1,0
13517,1786,Feed,clay,2,20,36,10,2,0
13518,1785,Feed,clay,2,20,45,3,1,0
13519,1785,Feed,clay,2,25,35,9,2,0
13520,1786,Feed,clay,2,40,,10,2,0
13521,1785,Feed,clay,2,20,33,7,2,0
13522,1898,Feed,clay,2,10,13,31,1,0
13523,1898,Feed,clay,2,10,30,18,3,0
13524,1898,Feed,clay,2,20,,35,1,0
13525,1898,Feed,clay,2,20,20,28,3,0
13526,1898,Feed,clay,2,20,38,9,3,0
13527,1898,Feed,clay,2,30,28,22,3,0
13528,1898,Feed,clay,2,10,31,14,3,0
13529,2016,Feed,clay,2,5,40,5,1,0
13530,2016,Feed,clay,2,5,40,12,1,0
13531,2016,Feed,clay,2,10,17,30,1,0
13532,2016,Feed,clay,2,10,26,16,1,0
13533,2016,Feed,clay,2,10,40,0,1,0
13534,2016,Feed,clay,2,10,50,1,2,0
13535,2015,Feed,clay,2,15,30,27,1,0
13536,2016,Feed,clay,2,20,16,35,2,0
13537,2016,Feed,clay,2,25,17,20,1,0
13538,2016,Feed,clay,2,40,30,2,1,0
13539,2016,Feed,clay,2,40,50,2,1,0
13540,2138,Feed,clay,2,5,5,33,2,0
13541,2139,Feed,clay,2,20,50,8,1,0
13542,2138,Feed,clay,2,40,33,18,2,0
13543,2267,Feed,clay,2,15,33,0,1,0
13544,2267,Feed,clay,2,20,39,15,3,0
13545,2267,Feed,clay,2,25,5,21,1,0
13546,2267,Feed,clay,2,40,45,6,2,0
13547,2402,Feed,clay,2,15,45,1,2,0
13548,2402,Feed,clay,2,20,42,5,1,0
13549,2402,Feed,clay,2,20,44,8,2,0
13550,2402,Feed,clay,2,30,,12,2,0
13551,2401,Feed,clay,2,40,28,14,1,0
13552,2542,Feed,clay,2,10,38,10,1,0
13553,2542,Feed,clay,2,20,,26,2,0
13554,2542,Feed,clay,2,20,20,29,2,0
13555,2542,Feed,clay,2,30,50,1,1,0
13556,2541,Feed,clay,2,60,37,12,2,0
13557,2541,Feed,clay,2,10,45,2,3,0
13558,2687,Feed,clay,2,10,15,12,3,0
13559,2687,Feed,clay,2,10,41,16,1,0
13560,2688,Feed,clay,2,20,30,20,2,0
13561,2840,Feed,clay,2,10,20,18,2,0
13562,2840,Feed,clay,2,5,30,23,2,0
13563,2840,Feed,clay,2,10,43,7,3,0
13564,2840,Feed,clay,2,20,33,21,2,0
13565,2999,Feed,clay,2,20,26,24,2,0
13566,2999,Feed,clay,2,30,50,1,2,0
13567,3165,Feed,clay,2,5,11,35,2,0
13568,3337,Feed,clay,2,20,29,26,2,0
13569,3516,Feed,clay,2,15,28,25,3,0
13570,3515,Feed,clay,2,60,48,8,3,0
13571,3702,Feed,clay,2,10,35,18,2,0
13572,3702,Feed,clay,2,10,,33,1,0
13573,209,Food,silt,1,0,0,0,2,1
13574,312,Feed,clay,1,0,0,0,1,1
13575,677,Feed,silt,1,0,0,0,1,1
13576,916,Feed,clay,1,0,0,0,2,1
13577,984,Food,clay,1,0,0,0,2,1
13578,1478,Food,silt,1,0,0,0,2,1
13579,1478,Food,silt,1,0,0,0,2,1
13580,1678,Feed,clay,1,0,,0,3,1
13581,1898,Food,silt,1,0,0,0,1,1
13582,2015,Feed,clay,1,0,0,0,2,1
13583,2401,Feed,clay,1,0,0,0,3,1
13584,3895,Feed,clay,1,0,0,0,2,1
13585,151,Food,clay,3,15,,0,1,0
13586,150,Food,clay,3,40,21,0,3,0
13587,150,Food,clay,3,20,20,0,2,0
13588,150,Food,silt,3,60,14,0,1,0
13589,150,Food,silt,3,80,20,0,3,0
13590,168,Food,silt,3,20,14,0,2,0
13591,188,Food,clay,3,15,12,0,1,0
13592,188,Food,clay,3,15,21,0,2,0
13593,188,Food,silt,3,40,21,0,1,0
13594,209,Food,silt,3,5,17,0,3,0
13595,209,Food,silt,3,15,20,0,3,0
13596,209,Food,silt,3,20,12,0,2,0
13597,232,Food,clay,3,5,,0,2,0
13598,232,Food,silt,3,20,,0,2,0
13599,257,Food,silt,3,45,,0,2,0
13600,283,Food,clay,3,10,16,0,2,0
13601,283,Food,clay,3,35,23,0,2,0
13602,283,Food,silt,3,5,25,0,3,0
13603,283,Food,silt,3,25,,0,3,0
13604,283,Food,silt,3,40,16,0,1,0
13605,283,Food,silt,3,40,26,0,1,0
13606,311,Food,clay,3,5,28,0,2,0
13607,312,Food,clay,3,20,15,0,2,0
13608,312,Food,silt,3,5,7,0,1,0
13609,311,Food,silt,3,10,15,0,3,0
13610,375,Food,clay,3,10,24,0,1,0
13611,375,Food,clay,3,20,29,0,2,0
13612,411,Food,silt,3,10,6,0,3,0
13613,410,Food,silt,3,40,12,0,3,0
13614,448,Food,clay,3,10,28,0,3,0
13615,448,Food,clay,3,50,22,0,2,0
13616,448,Food,clay,3,60,30,0,1,0
13617,448,Food,silt,3,40,19,0,1,0
13618,448,Food,silt,3,40,35,0,3,0
13619,488,Food,clay,3,45,25,0,3,0
13620,488,Food,clay,3,30,34,0,2,0
13621,488,Food,clay,3,20,30,0,2,0
13622,488,Food,clay,3,40,30,0,1,0
13623,488,Food,silt,3,20,13,0,1,0
13624,489,Food,silt,3,40,13,0,1,0
13625,488,Food,silt,3,40,18,0,2,0
13626,488,Food,silt,3,40,28,0,1,0
13627,531,Food,clay,3,10,30,0,2,0
13628,531,Food,clay,3,20,30,0,1,0
13629,531,Food,silt,3,20,30,0,3,0
13630,531,Food,silt,3,25,13,0,1,0
13631,531,Food,silt,3,60,36,0,2,0
13632,531,Food,silt,3,65,26,0,1,0
13633,531,Food,silt,3,40,32,0,1,0
13634,577,Food,clay,3,20,29,0,2,0
13635,577,Food,clay,3,40,12,0,2,0
13636,577,Food,clay,3,20,33,0,3,0
13637,577,Food,clay,3,40,40,0,2,0
13638,577,Food,silt,3,50,36,0,3,0
13639,626,Food,clay,3,5,40,0,2,0
13640,626,Food,clay,3,30,30,0,1,0
13641,625,Food,clay,3,20,32,0,2,1
13642,625,Food,silt,3,15,,0,3,0
13643,625,Food,silt,3,30,38,0,2,0
13644,625,Food,silt,3,40,30,0,3,1
13645,626,Food,silt,3,45,,0,2,0
13646,625,Food,silt,3,50,40,0,2,0
13647,625,Food,silt,3,20,15,0,3,0
13648,677,Food,clay,3,30,34,0,2,0
13649,677,Food,clay,3,40,37,0,1,1
13650,677,Food,clay,3,20,36,0,1,0
13651,677,Food,clay,3,25,35,0,2,0
13652,677,Food,silt,3,5,25,0,1,0
13653,677,Food,silt,3,10,,0,3,0
13654,677,Food,silt,3,15,39,0,2,0
13655,677,Food,silt,3,40,15,0,1,0
13656,677,Food,silt,3,45,33,0,2,0
13657,677,Food,silt,3,35,38,0,3,0
13658,677,Food,silt,3,25,32,0,3,0
13659,677,Food,silt,3,40,30,0,2,1
13660,731,Food,clay,3,10,32,0,2,0
13661,731,Food,silt,3,70,,0,1,0
13662,732,Food,silt,3,30,37,0,3,0
13663,790,Food,clay,3,40,39,0,1,1
13664,789,Food,clay,3,40,,0,3,0
13665,790,Food,clay,3,5,32,0,3,0
13666,789,Food,silt,3,5,27,0,3,0
13667,789,Food,silt,3,5,39,0,1,0
13668,790,Food,silt,3,60,35,0,3,0
13669,850,Food,clay,3,15,39,0,3,0
13670,851,Food,clay,3,40,46,0,1,0
13671,851,Food,clay,3,25,34,0,2,0
13672,851,Food,silt,3,20,15,0,2,0
13673,851,Food,silt,3,20,23,0,2,0
13674,851,Food,silt,3,40,25,0,1,0
13675,851,Food,silt,3,20,36,0,2,0
13676,851,Food,silt,3,35,,0,2,0
13677,915,Food,clay,3,10,36,0,2,0
13678,916,Food,clay,3,20,,0,2,0
13679,915,Food,clay,3,40,28,0,2,0
13680,916,Food,clay,3,20,41,0,1,1
13681,916,Food,silt,3,35,43,0,1,0
13682,915,Food,silt,3,45,41,0,1,0
13683,916,Food,silt,3,20,35,0,1,1
13684,916,Food,silt,3,30,39,0,1,0
13685,984,Food,clay,3,5,,0,2,0
13686,984,Food,clay,3,20,35,0,3,0
13687,984,Food,silt,3,5,30,0,2,0
13688,984,Food,silt,3,5,35,0,1,0
13689,984,Food,silt,3,10,47,0,1,0
13690,984,Food,silt,3,40,40,0,3,1
13691,984,Food,silt,3,40,34,0,1,0
13692,1056,Food,clay,3,20,11,0,3,0
13693,1056,Food,clay,3,40,30,0,2,0
13694,1056,Food,clay,3,20,39,0,2,0
13695,1056,Food,clay,3,60,41,0,1,0
13696,1056,Food,silt,3,10,26,0,2,0
13697,1056,Food,silt,3,15,8,0,2,0
13698,1056,Food,silt,3,20,28,0,3,0
13699,1056,Food,silt,3,40,38,0,2,1
13700,1056,Food,silt,3,20,,0,3,0
13701,1056,Food,silt,3,5,,0,1,0
13702,1056,Food,silt,3,20,40,0,3,1
13703,1056,Food,silt,3,10,41,0,2,0
13704,1056,Food,silt,3,20,38,0,2,1
13705,1132,Food,clay,3,25,34,0,2,0
13706,1132,Food,clay,3,40,42,0,2,1
13707,1132,Food,clay,3,25,44,0,3,0
13708,1132,Food,silt,3,5,40,0,2,0
13709,1132,Food,silt,3,15,45,0,2,0
13710,1132,Food,silt,3,20,25,0,2,0
13711,1132,Food,silt,3,40,29,0,1,0
13712,1132,Food,silt,3,40,34,0,2,0
13713,1132,Food,silt,3,60,37,0,2,0
13714,1132,Food,silt,3,30,45,0,1,0
13715,1212,Food,clay,3,30,29,0,3,0
13716,1212,Food,clay,3,25,44,0,2,0
13717,1212,Food,clay,3,20,25,0,2,0
13718,1212,Food,clay,3,20,47,0,1,1
13719,1212,Food,clay,3,10,30,0,1,0
13720,1212,Food,clay,3,20,,0,2,0
13721,1212,Food,clay,3,30,45,0,1,1
13722,1212,Food,clay,3,25,40,0,2,1
13723,1212,Food,silt,3,35,42,0,2,0
13724,1212,Food,silt,3,60,44,0,3,0
13725,1212,Food,silt,3,40,42,0,2,1
13726,1212,Food,silt,3,30,44,0,2,0
13727,1212,Food,silt,3,20,38,0,3,1
13728,1297,Food,clay,3,45,42,0,1,0
13729,1296,Food,clay,3,20,42,0,2,1
13730,1297,Food,clay,3,10,45,0,2,0
13731,1296,Food,clay,3,40,45,0,1,1
13732,1296,Food,clay,3,30,45,0,3,1
13733,1296,Food,silt,3,20,,0,2,0
13734,1296,Food,silt,3,20,15,0,1,0
13735,1297,Food,silt,3,15,22,0,2,0
13736,1296,Food,silt,3,20,40,0,1,1
13737,1385,Food,clay,3,25,39,0,3,0
13738,1385,Food,silt,3,30,50,0,1,0
13739,1385,Food,silt,3,30,46,0,2,0
13740,1385,Food,silt,3,40,43,0,2,0
13741,1478,Food,silt,3,15,49,0,2,0
13742,1478,Food,silt,3,20,35,0,3,0
13743,1478,Food,silt,3,30,34,0,1,0
13744,1478,Food,silt,3,20,45,0,3,1
13745,1478,Food,silt,3,40,,0,1,0
13746,1478,Food,silt,3,15,44,0,2,0
13747,1478,Food,silt,3,20,41,0,2,1
13748,1576,Food,clay,3,15,44,0,3,0
13749,1576,Food,clay,3,25,49,0,3,0
13750,1575,Food,clay,3,20,45,0,1,1
13751,1575,Food,clay,3,30,30,0,2,0
13752,1575,Food,clay,3,30,48,0,2,1
13753,1576,Food,silt,3,5,45,0,2,0
13754,1678,Food,clay,3,40,42,0,2,0
13755,1678,Food,clay,3,20,49,0,2,1
13756,1678,Food,silt,3,20,30,0,3,0
13757,1678,Food,silt,3,5,20,0,1,0
13758,1678,Food,silt,3,20,50,0,2,1
13759,1785,Food,clay,3,5,38,0,2,0
13760,1786,Food,clay,3,20,50,0,2,1
13761,1786,Food,silt,3,10,47,0,1,0
13762,1898,Food,clay,3,20,47,0,2,1
13763,1898,Food,clay,3,40,41,0,2,0
13764,1898,Food,clay,3,40,56,0,1,0
13765,1898,Food,clay,3,20,52,0,2,1
13766,1898,Food,silt,3,10,50,0,2,0
13767,1898,Food,silt,3,20,50,0,3,1
13768,2016,Food,clay,3,5,55,0,2,0
13769,2015,Food,clay,3,30,49,0,3,1
13770,2016,Food,clay,3,10,,0,1,0
13771,2015,Food,silt,3,20,40,0,2,1
13772,2015,Food,silt,3,30,56,0,2,0
13773,2016,Food,silt,3,15,20,0,2,0
13774,2138,Food,clay,3,15,48,0,2,0
13775,2139,Food,clay,3,15,56,0,2,1
13776,2139,Food,clay,3,20,60,0,2,1
13777,2138,Food,clay,3,5,50,0,1,0
13778,2138,Food,clay,3,15,52,0,1,1
13779,2267,Food,clay,3,20,39,0,1,0
13780,2267,Food,clay,3,30,52,0,2,1
13781,2267,Food,silt,3,30,57,0,3,0
13782,2267,Food,silt,3,20,49,0,2,1
13783,2267,Food,silt,3,20,51,0,2,1
13784,2267,Food,silt,3,20,60,0,2,0
13785,2267,Food,silt,3,15,51,0,1,0
13786,2401,Food,clay,3,25,52,0,2,0
13787,2401,Food,clay,3,20,52,0,1,1
13788,2401,Food,clay,3,10,40,0,2,0
13789,2401,Food,silt,3,10,50,0,2,0
13790,2401,Food,silt,3,15,50,0,3,0
13791,2402,Food,silt,3,20,54,0,1,1
13792,2542,Food,clay,3,5,51,0,3,0
13793,2688,Food,silt,3,30,56,0,2,0
13794,2688,Food,silt,3,40,57,0,1,0
13795,2688,Food,silt,3,30,61,0,2,0
13796,2840,Food,clay,3,10,65,0,3,0
13797,2840,Food,silt,3,40,53,0,2,0
13798,2999,Food,clay,3,5,60,0,2,0
13799,2999,Food,clay,3,30,,0,2,0
13800,2999,Food,silt,3,10,49,0,2,0
13801,2999,Food,silt,3,40,59,0,2,0
13802,2999,Food,silt,3,20,60,0,2,1
13803,3164,Food,silt,3,30,51,0,2,0
13804,3516,Food,clay,3,15,47,0,1,0
13805,3516,Food,clay,3,25,63,0,1,0
13806,3516,Food,clay,3,20,57,0,2,0
13807,3516,Food,clay,3,30,65,0,3,0
13808,3702,Food,clay,3,20,50,0,3,1
13809,3702,Food,clay,3,30,57,0,3,0
13810,4096,Food,clay,3,5,50,0,2,0
13811,4096,Food,silt,3,10,54,0,3,0
13812,168,Feed,clay,3,40,24,0,1,0
13813,168,Feed,clay,3,50,,0,2,0
13814,168,Feed,silt,3,10,20,0,2,0
13815,168,Feed,silt,3,15,17,0,3,0
13816,188,Feed,clay,3,40,20,0,2,0
13817,188,Feed,clay,3,50,12,0,2,0
13818,188,Feed,silt,3,10,19,0,1,0
13819,209,Feed,clay,3,20,18,0,3,0
13820,232,Feed,clay,3,15,21,0,2,0
13821,232,Feed,clay,3,30,27,0,2,0
13822,231,Feed,clay,3,40,23,0,1,0
13823,232,Feed,clay,3,5,19,0,2,0
13824,232,Feed,silt,3,10,24,0,2,0
13825,231,Feed,silt,3,40,20,0,2,0
13826,256,Feed,clay,3,10,21,0,2,0
13827,256,Feed,clay,3,10,24,0,1,0
13828,257,Feed,silt,3,5,21,0,2,0
13829,256,Feed,silt,3,10,17,0,2,0
13830,256,Feed,silt,3,35,21,0,3,0
13831,257,Feed,silt,3,40,,0,3,0
13832,283,Feed,clay,3,20,15,0,2,0
13833,283,Feed,clay,3,30,28,0,2,0
13834,283,Feed,clay,3,45,27,0,1,0
13835,283,Feed,silt,3,40,23,0,2,0
13836,283,Feed,silt,3,10,29,0,1,0
13837,311,Feed,clay,3,15,19,0,2,0
13838,312,Feed,clay,3,20,21,0,1,0
13839,312,Feed,silt,3,15,26,0,2,0
13840,342,Feed,clay,3,20,,0,2,0
13841,342,Feed,clay,3,20,29,0,1,0
13842,342,Feed,silt,3,25,22,0,2,0
13843,342,Feed,silt,3,60,23,0,3,0
13844,375,Feed,clay,3,45,23,0,3,0
13845,375,Feed,silt,3,10,12,0,2,0
13846,375,Feed,silt,3,20,26,0,1,0
13847,375,Feed,silt,3,60,26,0,1,0
13848,410,Feed,clay,3,10,,0,2,0
13849,410,Feed,clay,3,15,9,0,2,0
13850,410,Feed,clay,3,20,28,0,3,0
13851,410,Feed,clay,3,20,29,0,2,0
13852,410,Feed,silt,3,10,19,0,2,0
13853,411,Feed,silt,3,15,12,0,2,0
13854,448,Feed,clay,3,20,15,0,1,0
13855,448,Feed,clay,3,40,25,0,1,0
13856,448,Feed,clay,3,45,30,0,1,0
13857,448,Feed,clay,3,80,32,0,3,0
13858,448,Feed,silt,3,10,20,0,2,0
13859,448,Feed,silt,3,30,31,0,2,0
13860,448,Feed,silt,3,60,27,0,1,0
13861,488,Feed,clay,3,10,19,0,3,0
13862,488,Feed,silt,3,10,37,0,2,0
13863,488,Feed,silt,3,20,15,0,2,0
13864,488,Feed,silt,3,30,21,0,3,0
13865,531,Feed,clay,3,5,23,0,3,0
13866,531,Feed,clay,3,10,27,0,1,0
13867,531,Feed,clay,3,30,31,0,2,0
13868,531,Feed,clay,3,25,31,0,3,0
13869,531,Feed,silt,3,15,,0,3,0
13870,531,Feed,silt,3,20,10,0,1,0
13871,531,Feed,silt,3,20,31,0,2,0
13872,531,Feed,silt,3,50,29,0,3,0
13873,531,Feed,silt,3,20,20,0,2,0
13874,577,Feed,clay,3,5,34,0,3,0
13875,577,Feed,clay,3,20,7,0,3,0
13876,577,Feed,clay,3,20,34,0,1,0
13877,577,Feed,clay,3,30,14,0,3,0
13878,577,Feed,clay,3,30,30,0,2,0
13879,577,Feed,silt,3,10,26,0,1,0
13880,625,Feed,clay,3,5,34,0,2,0
13881,677,Feed,clay,3,5,39,0,2,0
13882,677,Feed,silt,3,5,37,0,1,0
13883,677,Feed,silt,3,15,19,0,2,0
13884,677,Feed,silt,3,15,39,0,1,0
13885,677,Feed,silt,3,20,30,0,3,0
13886,731,Feed,clay,3,10,20,0,2,0
13887,731,Feed,clay,3,20,,0,3,0
13888,731,Feed,clay,3,30,36,0,2,0
13889,732,Feed,clay,3,20,10,0,2,0
13890,732,Feed,clay,3,40,,0,1,0
13891,731,Feed,silt,3,15,20,0,2,0
13892,731,Feed,silt,3,20,,0,3,0
13893,731,Feed,silt,3,20,28,0,1,0
13894,789,Feed,clay,3,10,40,0,2,0
13895,790,Feed,clay,3,15,17,0,1,0
13896,789,Feed,clay,3,40,39,0,3,0
13897,789,Feed,silt,3,60,26,0,1,0
13898,789,Feed,silt,3,20,32,0,2,1
13899,789,Feed,silt,3,20,33,0,1,0
13900,851,Feed,clay,3,10,,0,2,0
13901,851,Feed,clay,3,20,33,0,3,1
13902,851,Feed,clay,3,15,32,0,2,0
13903,850,Feed,clay,3,20,33,0,2,1
13904,850,Feed,silt,3,10,9,0,1,0
13905,851,Feed,silt,3,15,25,0,3,0
13906,851,Feed,silt,3,20,31,0,3,0
13907,915,Feed,clay,3,15,40,0,1,0
13908,915,Feed,clay,3,20,31,0,2,0
13909,915,Feed,clay,3,30,17,0,2,0
13910,916,Feed,clay,3,55,,0,1,0
13911,915,Feed,clay,3,20,35,0,2,1
13912,915,Feed,silt,3,10,35,0,3,0
13913,915,Feed,silt,3,20,34,0,1,1
13914,915,Feed,silt,3,30,29,0,3,0
13915,915,Feed,silt,3,30,31,0,1,0
13916,915,Feed,silt,3,30,35,0,3,0
13917,984,Feed,clay,3,15,35,0,2,0
13918,984,Feed,clay,3,30,20,0,3,0
13919,984,Feed,silt,3,10,40,0,1,0
13920,984,Feed,silt,3,20,33,0,1,0
13921,1056,Feed,clay,3,15,39,0,2,0
13922,1056,Feed,clay,3,30,27,0,1,0
13923,1056,Feed,clay,3,20,15,0,1,0
13924,1056,Feed,clay,3,10,41,0,2,0
13925,1056,Feed,silt,3,5,18,0,3,0
13926,1056,Feed,silt,3,40,44,0,1,0
13927,1132,Feed,clay,3,5,19,0,2,0
13928,1132,Feed,clay,3,30,42,0,1,0
13929,1132,Feed,clay,3,25,23,0,2,0
13930,1132,Feed,clay,3,10,46,0,2,0
13931,1132,Feed,silt,3,10,,0,2,0
13932,1132,Feed,silt,3,20,48,0,3,0
13933,1132,Feed,silt,3,30,,0,2,0
13934,1132,Feed,silt,3,20,38,0,3,1
13935,1212,Feed,clay,3,10,33,0,2,0
13936,1212,Feed,clay,3,20,36,0,2,0
13937,1212,Feed,clay,3,50,40,0,3,0
13938,1212,Feed,silt,3,10,39,0,2,0
13939,1212,Feed,silt,3,10,,0,1,0
13940,1212,Feed,silt,3,15,37,0,2,0
13941,1212,Feed,silt,3,55,35,0,2,0
13942,1212,Feed,silt,3,15,40,0,3,0
13943,1296,Feed,clay,3,15,10,0,2,0
13944,1296,Feed,clay,3,35,40,0,2,0
13945,1296,Feed,silt,3,15,40,0,1,0
13946,1296,Feed,silt,3,20,40,0,3,1
13947,1385,Feed,clay,3,10,25,0,2,0
13948,1385,Feed,clay,3,10,44,0,2,0
13949,1385,Feed,clay,3,20,27,0,2,0
13950,1385,Feed,clay,3,30,,0,2,0
13951,1385,Feed,clay,3,30,40,0,2,1
13952,1385,Feed,clay,3,10,40,0,1,1
13953,1385,Feed,silt,3,10,,0,2,0
13954,1385,Feed,silt,3,15,11,0,1,0
13955,1385,Feed,silt,3,70,15,0,3,0
13956,1478,Feed,clay,3,15,34,0,1,0
13957,1478,Feed,clay,3,20,23,0,1,0
13958,1478,Feed,clay,3,40,15,0,2,0
13959,1478,Feed,silt,3,20,25,0,2,0
13960,1478,Feed,silt,3,20,,0,3,0
13961,1478,Feed,silt,3,60,35,0,2,0
13962,1575,Feed,clay,3,30,20,0,2,0
13963,1575,Feed,silt,3,10,41,0,3,0
13964,1576,Feed,silt,3,10,44,0,3,0
13965,1576,Feed,silt,3,15,43,0,3,0
13966,1678,Feed,clay,3,30,47,0,1,0
13967,1678,Feed,clay,3,40,42,0,1,0
13968,1678,Feed,clay,3,20,51,0,1,0
13969,1678,Feed,clay,3,30,38,0,1,0
13970,1678,Feed,silt,3,15,14,0,3,0
